"","org","cast(split_zc.doc_max as text)","zip_code","count_zip_code","latitude","longitude"
"4644","NORTHERN MONTANA HOSPITAL","4","59501","4",48.663002,-110.09437
"4645","NORTHERN NEVADA RADIOLOGISTS A PROFESSIONAL CORPORATION","3","89406","3",39.479393,-118.296879
"4646","NORTHERN ONCOLOGY SERVICES PLLC","1","49503","2",42.956176,-85.660693
"4647","NORTHERN PINES ORTHOPAEDIC CLINIC PA","1","55744","2",47.232889,-93.393555
"4648","NORTHERN RADIOLOGY ASSOCIATES PC","1","49720","1",45.26536,-85.229723
"4649","NORTHERN RADIOLOGY ASSOCIATES, PC","8","13601","8",44.072542,-76.016589
"4650","NORTHERN RADIOTHERAPY CANCER CENTER, P.S.C.","1","61238","1",41.285666,-90.104144
"4651","NORTHERN UTAH IMAGING LLC","23","84106","23",40.707846,-111.836766
"4652","NORTHERN VALLEY MEDICAL ASSOCIATION PA","1","76753","2",NA,NA
"4653","NORTHERN VIRGINIA HEMATOLOGY ONCOLOGY ASSOCIATES PC","1","22191","1",38.625541,-77.271644
"4654","NORTHERN VIRGINIA IMAGING LLC","16","20615","16",38.493984,-76.567469
"4655","NORTHERN VIRGINIA PELVIC SURGERY ASSOCIATES, PC","5","22003","5",38.835762,-77.212794
"4656","NORTHERN VIRGINIA RADIATION ONCOLOGY PC","2","22304","2",38.81522,-77.10993
"4657","NORTHERN VIRGINIA RADIOLOGY CONSULTANTS, PLLC","23","22205","23",38.875811,-77.140021
"4658","NORTHERN WESTCHESTER HOSPITAL ASSOCIATION","4","10549","20",41.197329,-73.72286
"4659","NORTHERN WESTCHESTER SURGICAL SERVICES, P.C.","1","10549","1",41.197329,-73.72286
"4660","NORTHFIELD HOSPITAL","7","55057","7",44.376816,-93.241838
"4661","NORTHFIELD IMAGING CENTER PA","10","70521","10",30.344923,-91.854758
"4662","NORTHGATE MEDICAL IMAGING LLC","14","47150","14",38.293355,-85.837911
"4663","NORTHLAKE HEMATOLOGY ONCOLOGY ASSOCIATES","3","70458","6",30.446993,-89.976592
"4664","NORTHLAKE RADIOLOGY CONSULTANTS, APMC","7","70458","14",30.446993,-89.976592
"4665","NORTHLAND RADIOLOGY INC","6","48075","12",42.462215,-83.230578
"4666","NORTHLAND RADIOLOGY, INC.","13","64116","13",39.147932,-94.568032
"4667","NORTHSHORE HEALTH CENTERS INC","1","46368","2",41.473367,-87.12927
"4668","NORTHSHORE IMAGING SERVICES INC","1","65924","1",NA,NA
"4669","NORTHSHORE ONCOLOGY ASSOCIATES, LLC","3","70433","6",30.435893,-90.011991
"4670","NORTHSHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES","70","60201","77",42.049148,-87.702155
"4671","NORTHSIDE RADIOLOGY ASSOCIATES PC","45","30339","215",33.906202,-84.433678
"4672","NORTHSIDE RADIOLOGY CONSULTANTS INC","4","46011","4",40.141033,-85.766164
"4673","NORTHSIDE SURGICAL PROFESSIONAL SERVICES LLC","5","30342","5",33.881052,-84.379476
"4674","NORTHSTAR HEALTH SYSTEM","2","49935","2",46.12047,-88.618995
"4675","NORTHSTAR IMAGING INC","4","89301","8",39.314155,-114.840433
"4676","NORTHSTAR IMAGING MEDICAL GROUP, INC.","4","96130","4",40.548881,-120.719159
"4677","NORTHSTAR RADIATION ONCOLOGY LLC","1","99701","1",64.644047,-147.522052
"4678","NORTHWEST ALABAMA CANCER CENTER PC","3","35661","5",34.758537,-87.70004
"4679","NORTHWEST ALLIED PHYSICIANS LLC","2","85743","4",32.333438,-111.065869
"4680","NORTHWEST ATLANTA VASCULAR CARE LLC","1","30060","2",33.938206,-84.540333
"4681","NORTHWEST CANCER CLINIC, LLC","4","99336","4",46.212306,-119.155671
"4682","NORTHWEST CANCER SPECIALISTS PC","34","98684","56",45.6359,-122.515538
"4683","NORTHWEST COMMUNITY HEALTH SERVICES, INC","1","60089","1",42.180411,-87.960771
"4684","NORTHWEST COMMUNITY PHYSICIANS ASSOCIATION LLC","3","60005","3",42.060928,-87.883073
"4685","NORTHWEST FLORIDA HEMATOLOGY ONCOLOGY, P.A.","2","32444","2",30.094456,-85.537104
"4686","NORTHWEST GEORGIA ONCOLOGY CENTERS, PC","22","30106","22",33.836897,-84.630729
"4687","NORTHWEST IMAGING LLC","2","71105","4",32.450453,-93.712906
"4688","NORTHWEST IMAGING, PC","14","59901","14",48.202765,-114.303919
"4689","NORTHWEST INDIANA RADIATION ONCOLOGY GROUP, INC","2","46342","2",41.520515,-87.347486
"4690","NORTHWEST INDIANA RADIATION ONCOLOGY, PC","2","46307","2",41.444409,-87.360089
"4691","NORTHWEST MEDICAL FOUNDATION OF TILLAMOOK","4","97141","4",45.461952,-123.740874
"4692","NORTHWEST MEDICAL SPECIALTIES PLLC","16","98405","16",47.247871,-122.472793
"4693","NORTHWEST ONCOLOGY AND HEMATOLOGY SC","14","60007","56",42.020278,-87.905866
"4694","NORTHWEST ONCOLOGY, P.C.","3","46321","6",41.550535,-87.502585
"4695","NORTHWEST RADIATION ONCOLOGY ASSOCIATES, SC","1","54701","1",44.75653,-91.473097
"4696","NORTHWEST RADIATION ONCOLOGY PA","1","83605","1",43.630795,-116.717598
"4697","NORTHWEST RADIOLOGISTS INC PS","16","98225","32",48.747687,-122.454297
"4698","NORTHWEST RADIOLOGY ASSOCIATES PA","7","78342","7",27.659473,-98.012331
"4699","NORTHWEST RADIOLOGY ASSOCIATES SC","17","60005","17",42.060928,-87.883073
"4700","NORTHWEST RADIOLOGY CONSULTANTS, P.C.","9","30327","9",33.863953,-84.422028
"4701","NORTHWEST RADIOLOGY NETWORK PC","38","46032","102",40.071102,-86.117215
"4702","NORTHWEST RADIOTHERAPY ASSOCIATION","4","77375","10",29.83399,-95.434241
"4703","NORTHWEST SUBURBAN IMAGING ASSOCIATES, S.C.","6","60120","6",41.990689,-88.429777
"4704","NORTHWEST SUBURBAN ONCOLOGY AND HEMATOLOGY ASSOCIATES S.C","1","60123","2",42.036325,-88.371044
"4705","NORTHWEST WASHINGTON RADIATION ONCOLOGY ASSOCIATES, PS","7","98225","11",48.747687,-122.454297
"4706","NORTHWEST WOMEN'S CONSULTANTS, S.C.","1","60005","1",42.060928,-87.883073
"4707","NORTHWESTERN LOUISIANA CANCER CENTER, L.L.C.","1","71457","1",31.70988,-93.109141
"4708","NORTHWESTERN MEDICAL CENTER INC","3","54781","3",NA,NA
"4709","NORTHWESTERN MEDICAL FACULTY FOUNDATION","164","60611","195",41.811929,-87.68732
"4710","NORTHWESTERN SURGICAL ASSOCIATES","1","60611","2",41.811929,-87.68732
"4711","NORTON HOSPITALS INC","30","40202","49",38.25247,-85.753812
"4712","NORWALK MEDICAL GROUP, PC","5","68514","6",40.940125,-96.662138
"4713","NORWALK RADIOLOGY CONSULTANTS PC","17","68515","17",NA,NA
"4714","NORWICH DIAGNOSTIC IMAGING ASSOCIATES P.C","14","63602","14",NA,NA
"4715","NORWOOD CLINIC INC","3","35234","3",33.513505,-86.83244
"4716","NOVACURE CONSULTANTS PC","2","22306","4",38.758914,-77.087344
"4717","NOVANT MEDICAL GROUP INC","17","28204","32",35.215342,-80.828706
"4718","NRAD MEDICAL ASSOCIATES, PC","42","11530","50",40.726801,-73.639723
"4719","NRHS RADIOLOGY ASSOCIATES","6","73071","6",35.254049,-97.300313
"4720","NSH CANCER INSTITUTE PROFESSIONAL SERVICES  G LLC","47","30281","47",33.549947,-84.207969
"4721","NSH CANCER INSTITUTE PROFESSIONAL SERVICES A, LLC","11","30094","22",33.611119,-84.068288
"4722","NUCLEAR MEDICINE OF NAPLES LLC","1","34102","2",26.133968,-81.795309
"4723","NUCLEAR ONCOLOGY, SC","6","60134","8",41.97974,-88.406165
"4724","NUCLEAR RADIOLOGY, CSP","4","917","8",NA,NA
"4725","NURAY RADIOLOGISTS INC","9","45014","9",39.387357,-84.499743
"4726","NUTAN ANAND, M.D., P.C.","1","11901","1",40.922326,-72.637078
"4727","NUTAN PARIKH MD LTD APC","2","89048","6",36.242371,-116.160572
"4728","NW GEORGIA HEMATOLOGY & ONCOLOGY PC","2","30720","2",34.791428,-84.992771
"4729","NY DOWNTOWN HOSPITAL RADIOLOGY FACULTY PRACTICE","20","10038","40",40.710223,-74.003368
"4730","NY MEDICAL HEALTH CARE DIAGNOSTIC, PC","1","11021","2",40.754757,-73.601772
"4731","NYACK HOSPITAL","1","10960","1",41.080474,-73.930179
"4732","NYC HEMATOLOGY ONCOLOGY PC","1","10461","1",40.845279,-73.843103
"4733","NYDH PHYSICIAN PRACTICE","2","10038","2",40.710223,-74.003368
"4734","NYUMC RADIOLOGY ASSOCIATES","75","10016","195",40.745527,-73.978449
"4735","OAK CREEK IMAGING","5","86326","5",34.643596,-112.043547
"4736","OAK HILLS MEDICAL CORP","1","93309","1",35.294405,-118.905173
"4737","OAK MOUNTAIN ONCOLOGY HEMATOLOGY ASSOCIATES LLC","1","35022","1",33.352745,-86.968328
"4738","OAK RIDGE MEDICAL CLINIC, P.C.","1","37830","1",36.019381,-84.243175
"4739","OAK RIDGE MEDICAL IMAGING","3","37830","6",36.019381,-84.243175
"4740","OAK RIDGE RADIATION ONCOLOGY LLC","1","37830","1",36.019381,-84.243175
"4741","OAK TREE MEDICAL CORPORATION","2","91101","4",33.786594,-118.298662
"4742","OAKLAND MEDICAL GROUP PC","7","48071","23",42.505292,-83.136126
"4743","OAKLAND MRI CENTER, LLC","6","21550","6",39.43392,-79.316683
"4744","OAKWOOD AMBULATORY LLC","5","48187","5",42.374118,-83.418143
"4745","OB-GYN ASSOCIATES OF DANVILLE","1","24541","1",36.577505,-79.441637
"4746","OBGYN SPECIALISTS OF THE PALM BEACHES PA","1","33401","2",26.672643,-80.070613
"4747","OBSTETRIX MEDICAL GROUP OF PHOENIX PC","1","85006","2",33.276539,-112.18717
"4748","OBSTETRIX MEDICAL GROUP OF WASHINGTON INC PS","7","98104","14",47.432251,-121.803388
"4749","OCALA CANCER INSTITUTE P A","1","34471","2",29.160525,-81.942516
"4750","OCALA FAMILY MEDICAL CENTER INC","2","34474","2",29.150148,-82.137774
"4751","OCALA HEALTH IMAGING SERVICES LLC","12","34471","24",29.160525,-81.942516
"4752","OCALA ONCOLOGY CENTER PL","15","34471","15",29.160525,-81.942516
"4753","OCEAN AVENUE MEDICAL PC","1","11229","1",40.600988,-73.939998
"4754","OCEAN MEDICAL IMAGING ASSOCIATES","19","87556","19",36.758733,-105.59761
"4755","OCEAN MEDICAL IMAGING OF DELAWARE, INC.","1","19968","2",38.692714,-75.322223
"4756","OCEAN RADIATION ONCOLOGY MEDICAL ASSOC","1","90720","2",33.640302,-117.769442
"4757","OCEAN RADIATION ONCOLOGY PC","2","11214","2",40.599523,-73.998594
"4758","OCEAN RADIOLOGY ASSOCIATES, LLP","6","8701","12",NA,NA
"4759","OCEAN RADIOLOGY ASSOCIATES, P.C.","11","63204","11",NA,NA
"4760","OCEAN RENAL ASSOCIATES, P.A.","1","8755","1",NA,NA
"4761","OCEAN RIDGE ARTHRITIS ASSOCIATES PA","1","33426","2",26.528233,-80.084764
"4762","OCHSNER CLINIC LLC","82","70121","343",29.961448,-90.157715
"4763","OCONEE RADIOLOGY ASSOCIATES","4","31061","8",33.072279,-83.239008
"4764","OCONNOR IMAGING MED GROUP","4","95128","4",37.189396,-121.705327
"4765","OCONTO HOSPITAL & MEDICAL CENTER INC","1","54153","1",44.897088,-88.082586
"4766","ODESSA REGIONAL HOSPITAL, LP","3","79761","3",31.854178,-102.35022
"4767","OFICINA MEDICA DR. LUIS J. SUAU, CSP","1","680","2",NA,NA
"4768","OGDEN CLINIC","2","84403","4",41.178343,-111.938216
"4769","OGDEN IMAGING LLC","18","84405","18",41.171493,-111.968874
"4770","OHH PHYSICIANS LLC","1","73120","2",35.587155,-97.568418
"4771","OHIO CANCER SPECIALISTS","1","44906","1",40.756992,-82.588394
"4772","OHIO IMAGING ASSOCIATES INC","28","44504","31",41.122607,-80.65525
"4773","OHIO IMAGING CENTERS INC.","3","44030","3",41.756356,-80.616195
"4774","OHIO ONCOLOGY & HEMATOLOGY LLC","22","43214","22",39.969036,-83.011389
"4775","OHIO PERMANENTE MEDICAL GROUP INC","11","44130","11",41.3826,-81.796406
"4776","OHIO PHYSICIAN PROFESSIONAL CORPORATION","1","44710","3",40.789508,-81.426988
"4777","OHIOHEALTH CORPORATION","12","43215","12",39.891745,-82.877131
"4778","OHIOHEALTH URGENT CARE LLC","1","43065","1",40.183405,-83.091235
"4779","OIS METROPOLITAN IMAGING LLC","9","31406","9",31.975611,-81.086617
"4780","OKANOGAN COUNTY PUBLIC HOSPITAL DIST NO 4","2","98844","2",48.681342,-119.579107
"4781","OKANOGAN COUNTY PUBLIC HOSPITAL DISTRICT NO. 3","30","98841","33",48.426942,-119.560672
"4782","OKANOGAN DOUGLAS COUNTY HOSPITAL DIST 1","9","98812","9",48.365236,-119.829391
"4783","OKEECHOBEE REGIONAL CANCER CENTER INC","1","34972","1",27.420316,-80.945361
"4784","OKLAHOMA BREAST CARE CENTER LLC","2","73120","2",35.587155,-97.568418
"4785","OKLAHOMA DIAGNOSTIC IMAGING LTD","3","73118","3",35.518458,-97.523316
"4786","OKLAHOMA ONCOLOGY INC","6","74104","12",36.146143,-95.951483
"4787","OKLAHOMA PROTON RADIATION ONCOLOGY GROUP PC","1","73142","1",35.62034,-97.612588
"4788","OKLAHOMA RADIOLOGY GROUP, PC","13","73102","13",35.475209,-97.518916
"4789","OKLAHOMA SURGICAL HOSPITAL, LLC","10","94904","20",37.947874,-122.536337
"4790","OKSANA BERKOVICH MEDICAL PC","1","10462","2",40.842729,-73.854703
"4791","OLATHE CANCER CARE, P.A.","3","66061","3",38.891427,-94.881709
"4792","OLEAN GENERAL HOSPITAL","1","14760","1",42.082142,-78.425973
"4793","OLEAN MEDICAL GROUP PARTNERSHIP","5","14760","5",42.082142,-78.425973
"4794","OLEAN OPEN MRI PC","2","14760","2",42.082142,-78.425973
"4795","OLEAN RADIOLOGY","5","13676","5",44.539717,-75.142415
"4796","OLIVER A. CVITANIC MD, PC","2","73139","2",35.370262,-97.525464
"4797","OLMSTED MEDICAL CENTER","26","55904","78",43.98622,-92.302649
"4798","OLNEY OPEN MRI LLC","8","20832","16",39.150364,-77.077651
"4799","OLYMPIA RADIOLOGISTS, P.S.","2","98506","2",47.104227,-122.870043
"4800","OLYMPIC CORPORATION, INC.","1","16066","2",40.709713,-80.104597
"4801","OLYMPIC MEDICAL IMAGING CONSULTANTS, PLLC","10","98383","20",47.672498,-122.707982
"4802","OLYMPIC MEDICAL PHYSICIANS","7","98362","7",48.051108,-123.360411
"4803","OLYMPIC RADIOLOGY LLC","10","98310","10",47.606478,-122.634712
"4804","OLYMPUS RADIOLOGY MEDICAL GROUP, INC., A PROFESSIONAL CORPORATION","1","90232","1",33.786594,-118.298662
"4805","OMAR QURESHI, M.D., PLLC","1","14437","1",42.61837,-77.737515
"4806","OMEGA DIAGNOSTIC IMAGING, P.C.","1","11235","1",40.584455,-73.948402
"4807","OMEGA IMAGING ASSOCIATES, LLC","10","19713","12",39.665662,-75.719349
"4808","OMEGA NUCLEAR, LLC","2","19713","4",39.665662,-75.719349
"4809","OMID S. SHAYE, M.D., A MEDICAL CORPORATION","3","91307","6",33.786594,-118.298662
"4810","OMNI HEALTHCARE INC","2","32901","14",28.012189,-80.585519
"4811","OMNIRAD MEDICAL GROUP, INC.","12","95032","36",37.070923,-121.66186
"4812","ONCARE HAWAII INC","14","96817","21",21.65098,-157.922303
"4813","ONCOLOGIC SPECIALISTS PC","2","48043","2",42.597984,-82.877669
"4814","ONCOLOGY & HEMATOLOGY ASSOCIATES OF WEST BROWARD, P.A.","4","33321","8",26.144589,-80.26052
"4815","ONCOLOGY & HEMATOLOGY ASSOCIATES, PC","4","63204","8",NA,NA
"4816","ONCOLOGY & HEMATOLOGY OF OAKLAND PC","1","48307","2",42.659283,-83.122482
"4817","ONCOLOGY & HEMATOLOGY OF SOUTH TEXAS PA","1","78041","2",27.556714,-99.475079
"4818","ONCOLOGY & HEMATOLOGY SPECIALISTS,P.A.","7","78342","14",27.659473,-98.012331
"4819","ONCOLOGY AND HEMATOLOGY ASSOCIATES OF SOUTHWEST VIRGINIA, INC.","18","24014","18",37.238643,-79.940559
"4820","ONCOLOGY AND HEMATOLOGY CONSULTANTS OF HOUSTON PA","1","77074","2",29.83399,-95.434241
"4821","ONCOLOGY AND HEMATOLOGY INSTITUTE OF SWLA","1","70601","1",30.233355,-93.214903
"4822","ONCOLOGY AND RADIATION ASSOCIATES, PA","14","33016","14",25.891822,-80.372824
"4823","ONCOLOGY ASSOCIATES INC PSC","3","62946","9",37.720129,-88.536736
"4824","ONCOLOGY ASSOCIATES OF BRIDGEPORT PC","7","66113","14",39.073539,-94.723271
"4825","ONCOLOGY ASSOCIATES OF OREGON P C","15","97401","15",44.117868,-123.074193
"4826","ONCOLOGY ASSOCIATES OF VIRGINIA PC","1","23505","2",36.902947,-76.278813
"4827","ONCOLOGY ASSOCIATES PC","1","48075","1",42.462215,-83.230578
"4828","ONCOLOGY ASSOCIATES, INC","1","44146","1",41.389054,-81.536842
"4829","ONCOLOGY ASSOCIATES, P.C.","8","61062","8",42.332702,-89.782606
"4830","ONCOLOGY ASSOCIATES, PC","2","68114","4",41.263262,-96.053634
"4831","ONCOLOGY ASSOCIATION PA","1","33511","2",27.903679,-82.294021
"4832","ONCOLOGY CENTER OF THE SOUTHWEST, PA","1","75093","2",33.032674,-96.805055
"4833","ONCOLOGY CLINIC","1","48237","2",42.466585,-83.178177
"4834","ONCOLOGY CONSULTANTS OF NORTHWEST OKLAHOMA PC","1","73701","1",36.402681,-97.843091
"4835","ONCOLOGY CONSULTANTS PC","2","38301","2",35.570424,-88.862742
"4836","ONCOLOGY CONSULTANTS, P.A.","14","77074","28",29.83399,-95.434241
"4837","ONCOLOGY HEMATOLOGY ASSOC OF CENTRAL IL PC","17","61615","17",40.766087,-89.644982
"4838","ONCOLOGY HEMATOLOGY ASSOCIATES LLC","2","28912","2",NA,NA
"4839","ONCOLOGY HEMATOLOGY ASSOCIATES OF NORTHERN ILLINOIS, LTD.","3","60031","6",42.375121,-87.939683
"4840","ONCOLOGY HEMATOLOGY ASSOCIATES OF NORTHERN PA, PC","3","15853","3",41.362112,-78.726238
"4841","ONCOLOGY HEMATOLOGY ASSOCIATES OF SAGINAW VALLEY, P.C.","3","48604","6",43.482403,-83.969391
"4842","ONCOLOGY HEMATOLOGY ASSOCIATES PLLC","2","26330","2",39.309303,-80.282306
"4843","ONCOLOGY HEMATOLOGY ASSOCIATES, PC","9","47630","9",38.038331,-87.283581
"4844","ONCOLOGY HEMATOLOGY ASSOCIATION INC","34","15232","70",40.434436,-80.024817
"4845","ONCOLOGY HEMATOLOGY CARE CENTER INC","1","46227","2",39.678945,-86.130154
"4846","ONCOLOGY HEMATOLOGY CARE CENTER, INC","1","31501","1",31.224262,-82.359628
"4847","ONCOLOGY HEMATOLOGY CARE OF CONNECTICUT LLC","2","64603","4",NA,NA
"4848","ONCOLOGY HEMATOLOGY CARE, INC.","48","41017","154",39.029983,-84.55902
"4849","ONCOLOGY HEMATOLOGY CONSULTANTS MEDICAL GROUP, INC.","4","90806","14",33.795016,-118.172801
"4850","ONCOLOGY HEMATOLOGY CONSULTANTS OF SEO INC","4","43701","5",39.927415,-82.004058
"4851","ONCOLOGY HEMATOLOGY MEDICAL ASSOCIATES OF THE CENTRAL COAST, INC.","4","93401","4",35.265573,-120.62122
"4852","ONCOLOGY HEMATOLOGY RADIATION CARE LLC","22","33176","44",25.558428,-80.458168
"4853","ONCOLOGY HEMATOLOGY WEST, PC","13","68114","36",41.263262,-96.053634
"4854","ONCOLOGY INNOVATIONS AND INFUSIONS, PSC","1","738","1",NA,NA
"4855","ONCOLOGY MEDICAL CENTER PC","1","31520","2",31.230428,-81.492883
"4856","ONCOLOGY NETWORK ENTERPRISES LLC","1","33407","1",26.645895,-80.430269
"4857","ONCOLOGY PHYSICIANS OF CENTRAL TEXAS, PA","2","77833","4",30.216516,-96.385104
"4858","ONCOLOGY SERVICES, INC.","1","26554","1",39.494115,-80.221282
"4859","ONCOLOGY SPECIALISTS OF CHARLOTTE PA","6","28207","6",35.195393,-80.826393
"4860","ONCOLOGY SPECIALISTS,S.C.","9","60068","9",42.037228,-87.843714
"4861","ONCOLOGY SPECIALTIES, P.C.","12","35805","14",34.702327,-86.628864
"4862","ONCOLOGY THERAPIES OF VISTA MEDICAL GROUP, INC","5","92081","5",NA,NA
"4863","ONCOLOGY-HEMATOLOGY ASSOC OF CENTRAL NJ PA","2","88201","4",33.346666,-104.593687
"4864","ONCOLOGY-HEMATOLOGY ASSOCIATES OF SPRINGFIELD, MD,PC","3","65807","3",37.158811,-93.348705
"4865","ONCOLOGY-HEMATOLOGY CONSULTANTS PA","20","76067","195",32.800128,-98.24943
"4866","ONCOLOGY/HEMATOLOGY OF LOUDOUN AND RESTON, P.C.","3","20176","6",39.119727,-77.603458
"4867","ONE HUNDRED OAKS IMAGING,LLC","20","37204","40",36.119294,-86.850099
"4868","ONEIDA HEALTHCARE RADIOLOGY ASSOCIATES, PC","2","13421","2",43.047755,-75.640944
"4869","ONEIDA MEDICAL IMAGING CENTER, LLC","2","13421","2",43.047755,-75.640944
"4870","ONLINE RADIOLOGY MEDICAL GROUP INC","47","90255","64",33.977987,-118.213137
"4871","ONTARIO RADIOLOGY PLLC","2","14432","2",42.962932,-77.150097
"4872","OPDYKE DIAGNOSTIC CENTER PLC","1","48326","1",42.673931,-83.295052
"4873","OPELOUSAS RADIOLOGY GROUP LTD APMC","4","70526","4",30.228294,-92.438484
"4874","OPEN ACCESS LIFELINE LLC","1","33169","2",25.94262,-80.214621
"4875","OPEN ADVANCED MRI OF GRESHAM PS","1","97030","1",45.508117,-122.430233
"4876","OPEN ADVANCED MRI OF PORTLAND PS","1","97223","1",45.44739,-122.795294
"4877","OPEN ADVANCED MRI OF VANCOUVER PS","1","98664","2",45.620669,-122.576413
"4878","OPEN AIR MRI OF AMARILLO, LP","23","79106","23",35.248669,-101.942719
"4879","OPEN AND WIDE MRI LLC","3","46514","3",41.71873,-85.937024
"4880","OPEN M.R.I OF CHESTNUT HILL, L.L.C.","7","19118","7",40.07231,-75.203371
"4881","OPEN MR INC.","2","19004","2",40.013811,-75.228224
"4882","OPEN MRI & IMAGING OF ROCHELLE PARK","1","76623","1",32.221421,-96.7832
"4883","OPEN MRI AND CT SPECIALISTS OF STOCKBRIDGE","35","30281","35",33.549947,-84.207969
"4884","OPEN MRI AT WALL, L.L.C.","5","77199","9",NA,NA
"4885","OPEN MRI CENTERS OF NEW JERSEY, LLC","2","74571","2",34.745742,-95.044014
"4886","OPEN MRI OF BRUNSWICK LLC","1","31520","2",31.230428,-81.492883
"4887","OPEN MRI OF MILLEDGEVILLE LLC","4","31061","8",33.072279,-83.239008
"4888","OPEN MRI OF NAPLES INC","2","34108","2",26.241595,-81.807056
"4889","OPEN MRI OF NEW ENGLAND, INC.","4","28646","4",36.040964,-81.917716
"4890","OPEN MRI OF TIFTON LLC","19","31794","19",31.463918,-83.499944
"4891","OPEN MRI OF WARREN LLC","1","88651","2",NA,NA
"4892","OPEN MRI, LLC","11","40222","27",38.267429,-85.623671
"4893","OPEN VIEW MRI, LLC","8","46804","8",41.057168,-85.239172
"4894","OPEN-SIDED MRI OF STILLWATER INC","19","74074","37",36.101521,-97.069061
"4895","OPTIMAL RADIOLOGY PARTNERS OF VIRGINIA PLLC","4","22191","4",38.625541,-77.271644
"4896","OPTIMAL READINGS PROFESSIONAL SERVICES, LLC","10","36545","23",31.592985,-87.898539
"4897","OPTUM PALLIATIVE AND HOSPICE CARE INC","1","22030","1",38.853231,-77.305097
"4898","OQUIRRH RADIOLOGY ASSOCIATES LLC","20","84074","20",40.617392,-113.144159
"4899","ORA ORTHOPEDICS PC","23","52722","25",41.57048,-90.529138
"4900","ORACHUN SITTISUNTORN, MD, LLC","1","29506","1",34.061465,-79.622227
"4901","ORANGE CITY MUNICIPAL HOSPITAL","2","51041","4",43.033432,-96.076051
"4902","ORANGE COAST ONCOLOGY HEMATOLOGY MEDICAL ASSOCIATES","4","92663","6",33.61837,-117.91709
"4903","ORANGE COAST RADIATION ONCOLOGY MEDICAL GROUP","6","92801","6",33.640302,-117.769442
"4904","ORANGE COAST RADIOLOGY ME","1","93555","1",35.540458,-117.794007
"4905","ORANGE COUNTY RADIATION ONCOLOGY","1","12518","2",41.348593,-74.135167
"4906","ORANGE COUNTY RADIATION ONCOLOGY MEDICAL GROUP","2","92705","2",33.707568,-117.845746
"4907","ORANGE HEMATOLOGY-ONCOLOGY PLLC","1","12518","1",41.348593,-74.135167
"4908","ORANGE RADIOLOGY ASSOCIATES, P.C.","13","10950","53",41.343092,-74.316824
"4909","OREGON ADVANCED IMAGING, LLC","19","97504","38",42.322392,-122.793659
"4910","OREGON CLINIC PC","9","97210","18",45.547339,-122.732358
"4911","OREGON HEALTH AND SCIENCE UNIVERSITY","33","97239","34",NA,NA
"4912","OREGON HEALTHCARE RESOURCES LLC","6","97478","12",44.095761,-122.872806
"4913","OREGON IMAGING CENTERS LLC","16","97401","32",44.117868,-123.074193
"4914","OREGON UROLOGY INSTITUTE PC","1","97477","2",43.937276,-123.444371
"4915","ORION CANCER CARE, INC","2","45840","2",41.015219,-83.664786
"4916","ORION RADIOLOGY, INC","1","92315","1",34.223224,-116.847414
